date,number_of_strikes,center_point_geom
2019-12-01,1,POINT(-84.8 39.9)
2019-12-01,1,POINT(-86.2 41.7)
2019-12-01,1,POINT(-80 35.2)
2019-12-01,1,POINT(-83.1 38.2)
2019-12-01,1,POINT(-81.2 35.1)
2019-12-01,1,POINT(-84.7 41.4)
2019-12-01,1,POINT(-86.3 36.2)
2019-12-01,1,POINT(-84.8 41.2)
2019-12-01,1,POINT(-79.6 33.7)
2019-12-01,1,POINT(-78.7 35)
2019-12-01,1,POINT(-76.8 35)
2019-12-01,1,POINT(-74.2 35)
2019-12-01,1,POINT(-79.9 32.6)
2019-12-01,1,POINT(-86 34.3)
2019-12-01,1,POINT(-90.3 32.4)
2019-12-01,1,POINT(-79.9 32.3)
2019-12-01,1,POINT(-81.5 34.6)
2019-12-01,1,POINT(-90.9 33.4)
2019-12-01,1,POINT(-79.3 34.1)
2019-12-01,1,POINT(-81.8 34.5)
2019-12-01,1,POINT(-79.3 31.5)
2019-12-01,1,POINT(-81.5 33.8)
2019-12-01,1,POINT(-84 31.3)
2019-12-01,1,POINT(-87.5 42)
2019-12-01,1,POINT(-84.4 43.5)
2019-12-01,1,POINT(-84.3 35.4)
2019-12-01,1,POINT(-84.9 40.1)
2019-12-01,1,POINT(-84.6 42.7)
2019-12-01,1,POINT(-82.8 38.4)
2019-12-01,1,POINT(-81.5 41.5)
2019-12-01,1,POINT(-71.9 35.6)
2019-12-01,1,POINT(-78.1 34.3)
2019-12-01,1,POINT(-79.6 34)
2019-12-01,1,POINT(-85 34.2)
2019-12-01,1,POINT(-83.4 28)
2019-12-01,1,POINT(-73.7 33.9)
2019-12-01,1,POINT(-77.4 34.5)
2019-12-01,1,POINT(-82.2 34.5)
2019-12-01,1,POINT(-80.4 34.5)
2019-12-01,1,POINT(-84.8 31.5)
2019-12-01,1,POINT(-80.2 34.8)
2019-12-01,1,POINT(-84.3 42.8)
2019-12-01,1,POINT(-83.5 40.1)
2019-12-01,1,POINT(-84.1 40.2)
2019-12-01,1,POINT(-81.9 35.3)
2019-12-01,1,POINT(-46.4 42.7)
2019-12-01,1,POINT(-80.6 41.8)
2019-12-01,1,POINT(-87.5 35.2)
2019-12-01,1,POINT(-87.5 38.1)
2019-12-01,1,POINT(-85.4 36.6)
2019-12-01,1,POINT(-71.9 34.9)
2019-12-01,1,POINT(-82.3 40.8)
2019-12-01,1,POINT(-80.3 40.5)
2019-12-01,1,POINT(-83.1 35)
2019-12-01,1,POINT(-79.7 34)
2019-12-01,1,POINT(-89.7 33.5)
2019-12-01,1,POINT(-87.5 33)
2019-12-01,1,POINT(-80.1 32.2)
2019-12-01,1,POINT(-82.7 33.9)
2019-12-01,1,POINT(-79.8 31.4)
2019-12-01,1,POINT(-78.4 34.8)
2019-12-01,1,POINT(-85.4 41)
2019-12-01,1,POINT(-83.3 34.8)
2019-12-01,1,POINT(-85.3 40.1)
2019-12-01,1,POINT(-86.1 42.2)
2019-12-01,1,POINT(-83.5 38.9)
2019-12-01,1,POINT(-85.2 41.1)
2019-12-01,1,POINT(-84.5 35.7)
2019-12-01,1,POINT(-87.5 35.6)
2019-12-01,1,POINT(-83.2 35.6)
2019-12-01,1,POINT(-85.3 36)
2019-12-01,1,POINT(-72.5 35)
2019-12-01,1,POINT(-77.5 33.6)
2019-12-01,1,POINT(-81.2 33.6)
2019-12-01,1,POINT(-78.1 32.3)
2019-12-01,1,POINT(-76.4 34.5)
2019-12-01,1,POINT(-79.4 31.6)
2019-12-01,1,POINT(-77.1 32.9)
2019-12-01,1,POINT(-82.9 33.8)
2019-12-01,1,POINT(-83.2 34.8)
2019-12-01,1,POINT(-87.9 40.1)
2019-12-01,1,POINT(-82.6 39.5)
2019-12-01,1,POINT(-92.3 42.2)
2019-12-01,1,POINT(-89 42.4)
2019-12-01,1,POINT(-93.5 41.8)
2019-12-01,1,POINT(-73.6 35.1)
2019-12-01,1,POINT(-84.5 37.4)
2019-12-01,1,POINT(-85 41.3)
2019-12-01,1,POINT(-87 35.8)
2019-12-01,1,POINT(-79.8 32.6)
2019-12-01,1,POINT(-79.1 33.6)
2019-12-01,1,POINT(-80.8 32.4)
2019-12-01,1,POINT(-77.6 33.5)
2019-12-01,1,POINT(-73.3 34.6)
2019-12-01,1,POINT(-75.1 33.2)
2019-12-01,1,POINT(-78.8 31.6)
2019-12-01,1,POINT(-78.6 31.6)
2019-12-01,1,POINT(-80.3 34.5)
2019-12-01,1,POINT(-81.4 31.4)
2019-12-01,1,POINT(-78.6 31.4)
2019-12-01,1,POINT(-89.1 32.8)
2019-12-01,1,POINT(-84.7 43.5)
2019-12-01,1,POINT(-88.5 35.4)
2019-12-01,1,POINT(-85.9 35.4)
2019-12-01,1,POINT(-81.8 40.2)
2019-12-01,1,POINT(-84.9 39.9)
2019-12-01,1,POINT(-72.1 35.2)
2019-12-01,1,POINT(-87 38.5)
2019-12-01,1,POINT(-86.9 38.6)
2019-12-01,1,POINT(-74.2 35.1)
2019-12-01,1,POINT(-84.4 36.1)
2019-12-01,1,POINT(-87.2 35.7)
2019-12-01,1,POINT(-73.5 35.5)
2019-12-01,1,POINT(-86 35.5)
2019-12-01,1,POINT(-87.6 35.5)
2019-12-01,1,POINT(-79.5 35)
2019-12-01,1,POINT(-80.4 32.6)
2019-12-01,1,POINT(-75.7 34.7)
2019-12-01,1,POINT(-78.1 32.5)
2019-12-01,1,POINT(-88.3 33.6)
2019-12-01,1,POINT(-87.5 34.3)
2019-12-01,1,POINT(-76.2 34)
2019-12-01,1,POINT(-77.4 33.4)
2019-12-01,1,POINT(-77.5 32)
2019-12-01,1,POINT(-78.4 32.2)
2019-12-01,1,POINT(-89.1 33.4)
2019-12-01,1,POINT(-81.7 32.1)
2019-12-01,1,POINT(-76.7 33.3)
2019-12-01,1,POINT(-79.4 31.2)
2019-12-01,1,POINT(-91 32.9)
2019-12-01,1,POINT(-72.5 35.4)
2019-12-01,1,POINT(-82.2 39.9)
2019-12-01,1,POINT(-54 39.8)
2019-12-01,1,POINT(-81.9 39.6)
2019-12-01,1,POINT(-58.3 38.8)
2019-12-01,1,POINT(-73.5 35.1)
2019-12-01,1,POINT(-86.9 38.3)
2019-12-01,1,POINT(-85 36.5)
2019-12-01,1,POINT(-83.6 41.4)
2019-12-01,1,POINT(-71.4 34.9)
2019-12-01,1,POINT(-86.7 41.1)
2019-12-01,1,POINT(-82.4 40.8)
2019-12-01,1,POINT(-88.6 34.9)
2019-12-01,1,POINT(-84.6 35.6)
2019-12-01,1,POINT(-82.3 35.5)
2019-12-01,1,POINT(-86.7 34.4)
2019-12-01,1,POINT(-81.5 35)
2019-12-01,1,POINT(-86.6 33.6)
2019-12-01,1,POINT(-83.7 33.6)
2019-12-01,1,POINT(-84.5 34.3)
2019-12-01,1,POINT(-87.5 34)
2019-12-01,1,POINT(-87.5 34.2)
2019-12-01,1,POINT(-76.5 34.5)
2019-12-01,1,POINT(-79.5 31.7)
2019-12-01,1,POINT(-79.7 31.6)
2019-12-01,1,POINT(-87.1 29.9)
2019-12-01,1,POINT(-79.5 39)
2019-12-01,1,POINT(-89.9 33.8)
2019-12-01,1,POINT(-85.3 44.3)
2019-12-01,1,POINT(-84.7 35.3)
2019-12-01,1,POINT(-83.1 35.3)
2019-12-01,1,POINT(-85.9 42.5)
2019-12-01,1,POINT(-83.2 39.2)
2019-12-01,1,POINT(-85.6 42.2)
2019-12-01,1,POINT(-84.3 42.2)
2019-12-01,1,POINT(-82.4 42.3)
2019-12-01,1,POINT(-84.4 41.7)
2019-12-01,1,POINT(-55.6 38.7)
2019-12-01,1,POINT(-86.6 35.2)
2019-12-01,1,POINT(-73.7 35.1)
2019-12-01,1,POINT(-80.9 35.1)
2019-12-01,1,POINT(-84.6 36.7)
2019-12-01,1,POINT(-88.9 37.5)
2019-12-01,1,POINT(-85.9 36.7)
2019-12-01,1,POINT(-86 36.2)
2019-12-01,1,POINT(-84.1 35.7)
2019-12-01,1,POINT(-86.2 40.8)
2019-12-01,1,POINT(-77.9 33.7)
2019-12-01,1,POINT(-71.3 35)
2019-12-01,1,POINT(-87.4 36)
2019-12-01,1,POINT(-88.2 34.8)
2019-12-01,1,POINT(-85.7 35)
2019-12-01,1,POINT(-82.5 34.7)
2019-12-01,1,POINT(-76.9 32.4)
2019-12-01,1,POINT(-72.7 34.6)
2019-12-01,1,POINT(-87.2 34.2)
2019-12-01,1,POINT(-86.5 34.2)
2019-12-01,1,POINT(-74.6 33.4)
2019-12-01,1,POINT(-85.6 32.2)
2019-12-01,1,POINT(-84.9 34.5)
2019-12-01,1,POINT(-89.3 33.1)
2019-12-01,1,POINT(-77.3 32.9)
2019-12-01,1,POINT(-81.9 34.8)
2019-12-01,1,POINT(-86.5 43.1)
2019-12-01,1,POINT(-85.5 39.7)
2019-12-01,1,POINT(-82.4 39.7)
2019-12-01,1,POINT(-85 42.5)
2019-12-01,1,POINT(-82.4 39.3)
2019-12-01,1,POINT(-92.7 42.2)
2019-12-01,1,POINT(-84.2 38.8)
2019-12-01,1,POINT(-71.9 35.2)
2019-12-01,1,POINT(-83.7 41.6)
2019-12-01,1,POINT(-81.6 41.6)
2019-12-01,1,POINT(-82.5 38.4)
2019-12-01,1,POINT(-72.1 35.1)
2019-12-01,1,POINT(-82.7 41.3)
2019-12-01,1,POINT(-81 34.9)
2019-12-01,1,POINT(-58 40.7)
2019-12-01,1,POINT(-84.1 40.7)
2019-12-01,1,POINT(-85.5 35.5)
2019-12-01,1,POINT(-85 36)
2019-12-01,1,POINT(-87.7 34.4)
2019-12-01,1,POINT(-83.4 35)
2019-12-01,1,POINT(-85.2 34.3)
2019-12-01,1,POINT(-90 34.3)
2019-12-01,1,POINT(-88 34.7)
2019-12-01,1,POINT(-90 34)
2019-12-01,1,POINT(-72.6 34.5)
2019-12-01,1,POINT(-81.5 31.3)
2019-12-01,1,POINT(-76 33.9)
2019-12-01,1,POINT(-76 32.9)
2019-12-01,1,POINT(-86.5 40.4)
2019-12-01,1,POINT(-82.8 40.4)
2019-12-01,1,POINT(-71.8 35.3)
2019-12-01,1,POINT(-82.9 39.8)
2019-12-01,1,POINT(-86 42.6)
2019-12-01,1,POINT(-88.3 42.2)
2019-12-01,1,POINT(-85.6 42.3)
2019-12-01,1,POINT(-87.6 35.2)
2019-12-01,1,POINT(-84.4 36.7)
2019-12-01,1,POINT(-84.8 36.5)
2019-12-01,1,POINT(-93.3 41.4)
2019-12-01,1,POINT(-82.7 41.1)
2019-12-01,1,POINT(-83.9 41.2)
2019-12-01,1,POINT(-79.4 33.7)
2019-12-01,1,POINT(-77.2 32.3)
2019-12-01,1,POINT(-90.2 33.5)
2019-12-01,1,POINT(-85.1 34.2)
2019-12-01,1,POINT(-82.7 34.4)
2019-12-01,1,POINT(-73.3 35.3)
2019-12-01,1,POINT(-78.2 35.1)
2019-12-01,1,POINT(-80.4 41.3)
2019-12-01,1,POINT(-86.6 35.9)
2019-12-01,1,POINT(-86.9 35.8)
2019-12-01,1,POINT(-85 34.9)
2019-12-01,1,POINT(-82.6 40.5)
2019-12-01,1,POINT(-82.8 40.6)
2019-12-01,1,POINT(-85.4 37)
2019-12-01,1,POINT(-84.9 37)
2019-12-01,1,POINT(-87.1 34.4)
2019-12-01,1,POINT(-76.8 33.6)
2019-12-01,1,POINT(-77.4 34.6)
2019-12-01,1,POINT(-73.4 34.6)
2019-12-01,1,POINT(-81.4 32.2)
2019-12-01,1,POINT(-78.5 34.5)
2019-12-01,1,POINT(-75.3 33.1)
2019-12-01,1,POINT(-78.1 31.4)
2019-12-01,1,POINT(-78.6 31.3)
2019-12-01,1,POINT(-78.2 32.9)
2019-12-01,1,POINT(-85.5 43)
2019-12-01,1,POINT(-77.6 34.4)
2019-12-01,1,POINT(-74.5 34.8)
2019-12-01,1,POINT(-85.4 35.4)
2019-12-01,1,POINT(-82.6 39.6)
2019-12-01,1,POINT(-87.3 35.3)
2019-12-01,1,POINT(-86 39.3)
2019-12-01,1,POINT(-86.5 35.3)
2019-12-01,1,POINT(-76.9 35.1)
2019-12-01,1,POINT(-84.7 37.4)
2019-12-01,1,POINT(-88.2 41.5)
2019-12-01,1,POINT(-85.2 36.1)
2019-12-01,1,POINT(-83.5 36.1)
2019-12-01,1,POINT(-83.3 36.1)
2019-12-01,1,POINT(-83.9 41.1)
2019-12-01,1,POINT(-83 40.9)
2019-12-01,1,POINT(-126.9 40.6)
2019-12-01,1,POINT(-84.8 35)
2019-12-01,1,POINT(-73 34.3)
2019-12-01,1,POINT(-89.7 34.3)
2019-12-01,1,POINT(-90.9 32.2)
2019-12-01,1,POINT(-76.5 33.3)
2019-12-01,1,POINT(-79.2 31.7)
2019-12-01,1,POINT(-75.5 34.5)
2019-12-01,1,POINT(-85.3 33.9)
2019-12-01,1,POINT(-78.9 31.3)
2019-12-01,1,POINT(-83.9 31.3)
2019-12-01,1,POINT(-91.1 32.8)
2019-12-01,1,POINT(-71.4 35.3)
2019-12-01,1,POINT(-85.5 39.8)
2019-12-01,1,POINT(-84.4 42.4)
2019-12-01,1,POINT(-56.2 38.8)
2019-12-01,1,POINT(-70.6 35.2)
2019-12-01,1,POINT(-88 41.6)
2019-12-01,1,POINT(-85.8 36.4)
2019-12-01,1,POINT(-85.7 36.4)
2019-12-01,1,POINT(-80.5 41.4)
2019-12-01,1,POINT(-82.4 35.9)
2019-12-01,1,POINT(-82.7 41.2)
2019-12-01,1,POINT(-80.5 32.6)
2019-12-01,1,POINT(-83.3 34.7)
2019-12-01,1,POINT(-90.6 33.6)
2019-12-01,1,POINT(-85.5 34.7)
2019-12-01,1,POINT(-86.2 34)
2019-12-01,1,POINT(-125.6 32.3)
2019-12-01,1,POINT(-77.9 32.3)
2019-12-01,1,POINT(-79.7 34.6)
2019-12-01,1,POINT(-78.5 31.8)
2019-12-01,1,POINT(-75.2 33.9)
2019-12-01,1,POINT(-79 31.6)
2019-12-01,1,POINT(-86.6 34.5)
2019-12-01,1,POINT(-90.8 33.1)
2019-12-01,1,POINT(-76.4 33.7)
2019-12-01,1,POINT(-83.5 43.5)
2019-12-01,1,POINT(-84.6 42.6)
2019-12-01,1,POINT(-86 35.3)
2019-12-01,1,POINT(-84.7 36.8)
2019-12-01,1,POINT(-72.6 36.9)
2019-12-01,1,POINT(-80.8 41.4)
2019-12-01,1,POINT(-82.8 41.2)
2019-12-01,1,POINT(-81.3 34.9)
2019-12-01,1,POINT(-87.7 35.5)
2019-12-01,1,POINT(-85.6 35.5)
2019-12-01,1,POINT(-79.4 33.6)
2019-12-01,1,POINT(-82.9 34.7)
2019-12-01,1,POINT(-84 34.3)
2019-12-01,1,POINT(-76.9 33.1)
2019-12-01,1,POINT(-85.2 31.5)
2019-12-01,1,POINT(-90.7 33.1)
2019-12-01,1,POINT(-76.1 32.9)
2019-12-01,1,POINT(-78.6 34.4)
2019-12-01,1,POINT(-77.8 32.8)
2019-12-01,1,POINT(-82.5 34.8)
2019-12-01,1,POINT(-83.9 43.1)
2019-12-01,1,POINT(-85 43.4)
2019-12-01,1,POINT(-82.6 39.8)
2019-12-01,1,POINT(-81.7 39.8)
2019-12-01,1,POINT(-84.4 42.5)
2019-12-01,1,POINT(-83.5 41.7)
2019-12-01,1,POINT(-56.1 38.4)
2019-12-01,1,POINT(-88.1 37.9)
2019-12-01,1,POINT(-128.2 36.9)
2019-12-01,1,POINT(-85 37.2)
2019-12-01,1,POINT(-88 35.1)
2019-12-01,1,POINT(-91.2 32.8)
2019-12-01,1,POINT(-89.5 34.4)
2019-12-01,1,POINT(-75.9 34)
2019-12-01,1,POINT(-90.7 33.6)
2019-12-01,1,POINT(-89.9 34.3)
2019-12-01,1,POINT(-79.2 32.4)
2019-12-01,1,POINT(-73.2 34.1)
2019-12-01,1,POINT(-90.6 33)
2019-12-01,1,POINT(-78.5 34.1)
2019-12-01,1,POINT(-84.3 34.6)
2019-12-01,1,POINT(-75.6 33.1)
2019-12-01,1,POINT(-90.3 33.2)
2019-12-01,1,POINT(-87.9 32.9)
2019-12-01,1,POINT(-90.6 33.8)
2019-12-01,1,POINT(-46.8 43.4)
2019-12-01,1,POINT(-81.5 42.6)
2019-12-01,1,POINT(-57.5 39.4)
2019-12-01,1,POINT(-82.5 42.5)
2019-12-01,1,POINT(-83 39.3)
2019-12-01,1,POINT(-74.4 35.1)
2019-12-01,1,POINT(-83.9 35.1)
2019-12-01,1,POINT(-82.9 35.1)
2019-12-01,1,POINT(-84.6 37.4)
2019-12-01,1,POINT(-82 41.4)
2019-12-01,1,POINT(-84.8 35.8)
2019-12-01,1,POINT(-72.5 35.5)
2019-12-01,1,POINT(-71.8 35.5)
2019-12-01,1,POINT(-85.7 34.8)
2019-12-01,1,POINT(-85.6 39)
2019-12-01,1,POINT(-89.9 32.4)
2019-12-01,1,POINT(-78 33.5)
2019-12-01,1,POINT(-81.3 34.6)
2019-12-01,1,POINT(-77.9 31.8)
2019-12-01,1,POINT(-89.5 33.3)
2019-12-01,1,POINT(-78.2 33.9)
2019-12-01,1,POINT(-77 33.2)
2019-12-01,1,POINT(-83.6 32.9)
2019-12-01,1,POINT(-89.6 34.5)
2019-12-01,1,POINT(-88.8 34.5)
2019-12-01,1,POINT(-89.5 43)
2019-12-01,1,POINT(-79.2 34.8)
2019-12-01,1,POINT(-84.6 40)
2019-12-01,1,POINT(-82.5 34.4)
2019-12-01,1,POINT(-89.5 42.8)
2019-12-01,1,POINT(-88 35.4)
2019-12-01,1,POINT(-128.2 40.1)
2019-12-01,1,POINT(-86.7 39.9)
2019-12-01,1,POINT(-73 35.3)
2019-12-01,1,POINT(-82.5 42.3)
2019-12-01,1,POINT(-55.5 42.3)
2019-12-01,1,POINT(-86 38.9)
2019-12-01,1,POINT(-86.2 41.6)
2019-12-01,1,POINT(-84.8 36.9)
2019-12-01,1,POINT(-84.4 36.2)
2019-12-01,1,POINT(-82.5 34.9)
2019-12-01,1,POINT(-79.6 34.9)
2019-12-01,1,POINT(-82.2 40.8)
2019-12-01,1,POINT(-83.4 34.9)
2019-12-01,1,POINT(-71.3 35.6)
2019-12-01,1,POINT(-71.2 35.4)
2019-12-01,1,POINT(-75.7 34.3)
2019-12-01,1,POINT(-80.8 34.7)
2019-12-01,1,POINT(-86.4 34.7)
2019-12-01,1,POINT(-76.2 33.5)
2019-12-01,1,POINT(-87.2 34.6)
2019-12-01,1,POINT(-83.6 33.3)
2019-12-01,1,POINT(-90.2 34.1)
2019-12-01,1,POINT(-87 33.2)
2019-12-01,1,POINT(-87.6 34.5)
2019-12-01,1,POINT(-91.1 33.1)
2019-12-01,1,POINT(-77.9 33.8)
2019-12-01,1,POINT(-87.9 42)
2019-12-01,1,POINT(-84.2 42)
2019-12-01,1,POINT(-88.8 33.8)
2019-12-01,1,POINT(-81.7 34.8)
2019-12-01,1,POINT(-84.8 41)
2019-12-01,1,POINT(-84.2 41)
2019-12-01,1,POINT(-79.7 40.2)
2019-12-01,1,POINT(-84.9 42.9)
2019-12-01,1,POINT(-79.6 40.1)
2019-12-01,1,POINT(-73.6 35.3)
2019-12-01,1,POINT(-89.5 42.6)
2019-12-01,1,POINT(-86.1 41.7)
2019-12-01,1,POINT(-128.3 36.9)
2019-12-01,1,POINT(-81 41.5)
2019-12-01,1,POINT(-86 41.4)
2019-12-01,1,POINT(-54.7 41.1)
2019-12-01,1,POINT(-84.7 35.8)
2019-12-01,1,POINT(-80.5 40.5)
2019-12-01,1,POINT(-87.2 34.3)
2019-12-01,1,POINT(-84.2 34.2)
2019-12-01,1,POINT(-83 34.3)
2019-12-01,1,POINT(-72.8 34.6)
2019-12-01,1,POINT(-76.9 33.4)
2019-12-01,1,POINT(-76.4 33.4)
2019-12-01,1,POINT(-80.1 34.6)
2019-12-01,1,POINT(-78.8 33.9)
2019-12-01,1,POINT(-88.4 33.9)
2019-12-01,1,POINT(-72.8 34.4)
2019-12-01,1,POINT(-79.4 34.4)
2019-12-01,1,POINT(-79.9 38.8)
2019-12-01,1,POINT(-85.9 35.2)
2019-12-01,1,POINT(-85.9 38.6)
2019-12-01,1,POINT(-81.1 41.5)
2019-12-01,1,POINT(-87.8 37.9)
2019-12-01,1,POINT(-83.4 36.2)
2019-12-01,1,POINT(-80.3 41.1)
2019-12-01,1,POINT(-83.2 40.7)
2019-12-01,1,POINT(-81.9 40.5)
2019-12-01,1,POINT(-89.1 34.8)
2019-12-01,1,POINT(-74.3 35)
2019-12-01,1,POINT(-80.5 32.5)
2019-12-01,1,POINT(-85.6 34)
2019-12-01,1,POINT(-83.9 33.5)
2019-12-01,1,POINT(-79.3 32.3)
2019-12-01,1,POINT(-73.4 34.1)
2019-12-01,1,POINT(-78.8 34.1)
2019-12-01,1,POINT(-79.5 31.5)
2019-12-01,1,POINT(-88.7 43)
2019-12-01,1,POINT(-82.1 43)
2019-12-01,1,POINT(-89.6 43.6)
2019-12-01,1,POINT(-89 43.2)
2019-12-01,1,POINT(-84.1 39.9)
2019-12-01,1,POINT(-81.7 42.2)
2019-12-01,1,POINT(-81.2 41.7)
2019-12-01,1,POINT(-80.7 35.2)
2019-12-01,1,POINT(-81.9 41.5)
2019-12-01,1,POINT(-82.7 37.7)
2019-12-01,1,POINT(-86.5 36.3)
2019-12-01,1,POINT(-87.8 34.9)
2019-12-01,1,POINT(-85.1 35.5)
2019-12-01,1,POINT(-72 34.8)
2019-12-01,1,POINT(-81.4 35)
2019-12-01,1,POINT(-81.5 34.7)
2019-12-01,1,POINT(-72.5 34.6)
2019-12-01,1,POINT(-81 34.7)
2019-12-01,1,POINT(-78.3 34.6)
2019-12-01,1,POINT(-76 34)
2019-12-01,1,POINT(-80.6 32.3)
2019-12-01,1,POINT(-90.3 33.1)
2019-12-01,1,POINT(-95 29.9)
2019-12-01,1,POINT(-76.5 34.4)
2019-12-01,1,POINT(-80.5 34.8)
2019-12-01,1,POINT(-85.2 44.3)
2019-12-01,1,POINT(-84.8 43.5)
2019-12-01,1,POINT(-83.2 35.3)
2019-12-01,1,POINT(-85.2 39.4)
2019-12-01,1,POINT(-89 42.6)
2019-12-01,1,POINT(-58 38.9)
2019-12-01,1,POINT(-83.3 38.2)
2019-12-01,1,POINT(-128.1 36.6)
2019-12-01,1,POINT(-80.7 41.3)
2019-12-01,1,POINT(-83.9 41.4)
2019-12-01,1,POINT(-83.8 41.1)
2019-12-01,1,POINT(-84 35.8)
2019-12-01,1,POINT(-126.8 40.7)
2019-12-01,1,POINT(-85.3 39)
2019-12-01,1,POINT(-73.5 35)
2019-12-01,1,POINT(-77.4 33.5)
2019-12-01,1,POINT(-87.9 34)
2019-12-01,1,POINT(-75.4 34.1)
2019-12-01,1,POINT(-85.8 34.6)
2019-12-01,1,POINT(-79.1 31.9)
2019-12-01,1,POINT(-79.6 33.9)
2019-12-01,1,POINT(-85.7 33.9)
2019-12-01,1,POINT(-89.3 33.9)
2019-12-01,1,POINT(-84.5 34.5)
2019-12-01,1,POINT(-75.6 28.9)
2019-12-01,1,POINT(-81.2 34.8)
2019-12-01,1,POINT(-85.5 40.4)
2019-12-01,1,POINT(-84.1 43.2)
2019-12-01,1,POINT(-85.5 40.3)
2019-12-01,1,POINT(-84.1 40.1)
2019-12-01,1,POINT(-82.5 39.7)
2019-12-01,1,POINT(-86 39.2)
2019-12-01,1,POINT(-83.2 38.8)
2019-12-01,1,POINT(-83.2 38.2)
2019-12-01,1,POINT(-71.1 34.9)
2019-12-01,1,POINT(-87.2 35.8)
2019-12-01,1,POINT(-87.2 34.9)
2019-12-01,1,POINT(-72.4 35.5)
2019-12-01,1,POINT(-79.1 33.7)
2019-12-01,1,POINT(-127.8 40.4)
2019-12-01,1,POINT(-83.7 38)
2019-12-01,1,POINT(-88.4 33.7)
2019-12-01,1,POINT(-86.6 34.4)
2019-12-01,1,POINT(-72.5 34.3)
2019-12-01,1,POINT(-79.2 33.6)
2019-12-01,1,POINT(-125.5 32.3)
2019-12-01,1,POINT(-75.9 33)
2019-12-01,1,POINT(-74.8 33.4)
2019-12-01,1,POINT(-76.9 33.9)
2019-12-01,1,POINT(-83.7 34.5)
2019-12-01,1,POINT(-79.1 33.8)
2019-12-01,1,POINT(-90.4 33.8)
2019-12-01,1,POINT(-89.7 33.8)
2019-12-01,1,POINT(-82.7 34.8)
2019-12-01,1,POINT(-81.8 35.3)
2019-12-01,1,POINT(-82.8 39.9)
2019-12-01,1,POINT(-83.1 39.5)
2019-12-01,1,POINT(-82.1 41.8)
2019-12-01,1,POINT(-93.6 41.6)
2019-12-01,1,POINT(-57.2 38.1)
2019-12-01,1,POINT(-82.5 35.8)
2019-12-01,1,POINT(-85.2 40.9)
2019-12-01,1,POINT(-72.2 34.8)
2019-12-01,1,POINT(-85.2 35.6)
2019-12-01,1,POINT(-84.8 40.7)
2019-12-01,1,POINT(-79 35.5)
2019-12-01,1,POINT(-84.8 34.3)
2019-12-01,1,POINT(-87.5 35)
2019-12-01,1,POINT(-77.6 34.6)
2019-12-01,1,POINT(-90.4 32.3)
2019-12-01,1,POINT(-90 34.2)
2019-12-01,1,POINT(-79.3 31.7)
2019-12-01,1,POINT(-85.5 32.9)
2019-12-01,1,POINT(-75.5 32.9)
2019-12-01,1,POINT(-86.7 40)
2019-12-01,1,POINT(-85 41)
2019-12-01,1,POINT(-85 43.6)
2019-12-01,1,POINT(-87.5 44.6)
2019-12-01,1,POINT(-86.2 39.1)
2019-12-01,1,POINT(-73.1 35.1)
2019-12-01,1,POINT(-83.7 38.1)
2019-12-01,1,POINT(-83.1 41.5)
2019-12-01,1,POINT(-84.6 36.1)
2019-12-01,1,POINT(-84.1 35.8)
2019-12-01,1,POINT(-87.2 40.9)
2019-12-01,1,POINT(-80.6 34.9)
2019-12-01,1,POINT(-87.3 35.7)
2019-12-01,1,POINT(-89 34.9)
2019-12-01,1,POINT(-72.3 35.5)
2019-12-01,1,POINT(-88.8 35)
2019-12-01,1,POINT(-90 32.4)
2019-12-01,1,POINT(-80.1 33.4)
2019-12-01,1,POINT(-79.2 34.6)
2019-12-01,1,POINT(-89.4 34.6)
2019-12-01,1,POINT(-86.8 34.5)
2019-12-01,1,POINT(-85.5 34.5)
2019-12-01,1,POINT(-89.7 34.5)
2019-12-01,1,POINT(-76.6 33.7)
2019-12-01,1,POINT(-81.1 35.4)
2019-12-01,1,POINT(-85.6 42.8)
2019-12-01,1,POINT(-57 39.7)
2019-12-01,1,POINT(-85.3 42.5)
2019-12-01,1,POINT(-56.7 42.1)
2019-12-01,1,POINT(-84.4 38.8)
2019-12-01,1,POINT(-56.7 38.8)
2019-12-01,1,POINT(-93 41.9)
2019-12-01,1,POINT(-84.5 41.9)
2019-12-01,1,POINT(-81.1 35.2)
2019-12-01,1,POINT(-81.8 41.6)
2019-12-01,1,POINT(-83.1 38.3)
2019-12-01,1,POINT(-83 41.4)
2019-12-01,1,POINT(-72.4 34.9)
2019-12-01,1,POINT(-73.5 35.7)
2019-12-01,1,POINT(-55.6 40.5)
2019-12-01,1,POINT(-72.2 35.4)
2019-12-01,1,POINT(-81.2 35)
2019-12-01,1,POINT(-72.6 35)
2019-12-01,1,POINT(-78.4 32.6)
2019-12-01,1,POINT(-83.4 33.6)
2019-12-01,1,POINT(-78.2 34.3)
2019-12-01,1,POINT(-79.1 34)
2019-12-01,1,POINT(-87.3 34.6)
2019-12-01,1,POINT(-89.3 34.6)
2019-12-01,1,POINT(-80.1 31.6)
2019-12-01,1,POINT(-80.3 34.8)
2019-12-01,1,POINT(-53 40)
2019-12-01,1,POINT(-82.3 40.3)
2019-12-01,1,POINT(-85.7 35.3)
2019-12-01,1,POINT(-92.6 42.1)
2019-12-01,1,POINT(-84.3 38.6)
2019-12-01,1,POINT(-82.5 41.8)
2019-12-01,1,POINT(-82.9 35.2)
